"FOR_TYPE","Category","id","lon","lat","FOR_CAT","FOREST","arf28","ase28","amaxt28","amint28","dist_cfa","dist_camp","aws_m1","dist_road","year","month","day"
"Non forest","accident",905,142.89999,-37.78,"Non forest",0,0.457142857,11.35357143,22.69642857,7.628571429,9223.259856,61918.71152,5.784076459,1337.647908,2020,3,25
"Non forest","lightning",906,141.48,-35.24,"Non forest",0,0.042857143,13.95357143,27.62142857,11.85714286,9072.225278,33337.76135,4.678394664,380.2046031,2020,3,25
"Eucalypt Tall Open","accident",907,146,-37.48,"Native forest",1,0.828571429,11.77857143,23.90714286,8.217857143,23216.42578,4369.126697,4.982396317,340.2494549,2020,3,26
"Eucalypt Tall Open","accident",908,145.98,-37.57999,"Native forest",1,1.214285714,10.48214286,13.24642857,5.775,16559.6513,5304.12058,4.982396317,119.1572194,2020,3,26
"Non forest","accident",909,141.4374975,-36.6625,"Non forest",0,0.721428571,11.99285714,24.05357143,10.11071429,7254.390248,52904.34343,3.821052284,1540.911036,2020,3,26
"Non forest","accident",910,143.1000043,-37.98,"Non forest",0,0.821428571,10.48571429,22.97857143,8.292857143,5103.52443,75277.62632,5.784076459,634.1395621,2020,3,26
"Non forest","accident",911,143.029995,-37.71,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,4442.826852,48767.52595,5.784076459,817.2110981,2020,3,26
"Non forest","accident",912,146.3,-36.19,"Non forest",0,0.192857143,12.675,26.29642857,7.528571429,2688.897538,43274.13017,2.836463171,382.1511613,2020,3,26
"Non forest","accident",913,143.6699975,-38.05999667,"Non forest",0,0.857142857,10.68571429,20.88214286,10.43928571,4578.985001,41821.15678,5.784076459,1530.516635,2020,3,26
"Non forest","lightning",914,141.389995,-36.24,"Non forest",0,0.328571429,12.56071429,25.27142857,9.910714286,8768.495508,65181.04093,4.982396317,792.2096693,2020,3,26
"Non forest","lightning",915,141.15,-36.42,"Non forest",0,0.328571429,12.56071429,25.27142857,9.910714286,6610.134796,78422.49728,4.982396317,878.3312179,2020,3,26
"Non forest","accident",916,141.352,-36.664,"Non forest",0,0.721428571,11.99285714,24.05357143,10.11071429,7113.535459,60402.0941,4.982396317,968.4070139,2020,3,26
"Non forest","accident",917,143.409995,-37.75999,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,7698.256537,29661.4025,5.784076459,95.66527882,2020,3,26
"Non forest","accident",918,142.3,-36.3,"Non forest",0,0.207142857,12.83214286,25.68928571,9.242857143,7260.495232,33638.89767,4.982396317,405.6727442,2020,3,26
"Non forest","accident",919,141.090005,-36.78,"Non forest",0,0.721428571,11.99285714,24.05357143,10.11071429,4699.758638,90003.26529,4.982396317,155.2627273,2020,3,26
"Non forest","accident",920,142.769995,-36.79,"Non forest",0,0.35,12.21428571,23.46071429,9.271428571,3438.040064,46989.53401,5.784076459,183.149334,2020,3,26
"Non forest","accident",921,143.3833317,-37.65,"Non forest",0,0.742857143,11.54642857,21.06071429,7.735714286,4431.200689,31172.90898,5.784076459,1866.046857,2020,3,26
"Non forest","accident",922,143.612004,-37.816,"Non forest",0,0.742857143,11.54642857,21.06071429,7.735714286,3268.247522,17770.36501,5.784076459,145.0854675,2020,3,26
"Non forest","accident",923,143.49,-37.89,"Non forest",0,0.857142857,10.68571429,20.88214286,10.43928571,3813.819095,31096.83219,5.784076459,753.427626,2020,3,26
"Non forest","accident",924,142.090005,-35.77999667,"Non forest",0,0.1,13.15714286,27.05,9.042857143,3268.558578,81415.49521,4.982396317,480.9777559,2020,3,26
"Non forest","lightning",925,141.090005,-36.42,"Non forest",0,0.328571429,12.56071429,25.27142857,9.910714286,7311.284159,83710.67205,4.982396317,1117.951414,2020,3,26
"Non forest","accident",926,141.549995,-36.7,"Non forest",0,0.721428571,11.99285714,24.05357143,10.11071429,5219.096072,44551.62575,3.821052284,272.9475102,2020,3,26
"Non forest","accident",927,142.17999,-36.98,"Non forest",0,0.292857143,12.35,25,7.710714286,6868.583826,28759.37591,3.392182717,196.6402102,2020,3,26
"Non forest","accident",928,143.86,-37.31,"Non forest",0,0.742857143,11.54642857,21.06071429,7.735714286,5428.656692,14916.35206,3.392182717,741.0370802,2020,3,26
"Non forest","accident",929,143.610005,-37.37,"Non forest",0,0.742857143,11.54642857,21.06071429,7.735714286,2821.659238,27188.08575,5.784076459,17.5099959,2020,3,26
"Non forest","accident",930,142.7888889,-37.73555333,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,5657.800669,63399.34872,5.784076459,386.3088938,2020,3,26
"Non forest","accident",931,145.42,-36.6,"Non forest",0,0.264285714,12.64642857,25.36071429,9.457142857,5513.633383,35228.84451,4.678394664,40.95106499,2020,3,26
"Non forest","accident",932,143.308004,-37.735998,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,7308.962563,46666.92957,5.784076459,2063.938479,2020,3,26
"Non forest","accident",933,143.2399933,-37.75999,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,9766.521207,49312.64321,5.784076459,208.7485154,2020,3,26
"Non forest","accident",934,142.899995,-37.855,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,7718.886475,68450.1576,5.784076459,2647.687632,2020,3,26
"Non forest","accident",935,143.42,-37.929995,"Non forest",0,0.857142857,10.68571429,20.88214286,10.43928571,8323.339555,38657.30446,5.784076459,81.70414992,2020,3,26
"Eucalypt Medium Woodland","accident",936,141,-38.02,"Native forest",1,1.114285714,10.62857143,22.075,9.664285714,2755.022199,27534.80425,3.392182717,466.8533303,2020,3,26
"Non forest","accident",937,142.049995,-36.04,"Non forest",0,0.207142857,12.83214286,25.68928571,9.242857143,10475.20536,52375.09862,4.982396317,1426.110261,2020,3,26
"Non forest","accident",938,142.67999,-36.68,"Non forest",0,0.271428571,12.45,25.17142857,8.135714286,6780.713486,52424.10939,3.392182717,268.5839526,2020,3,26
"Eucalypt Medium Open","accident",939,147.06,-36.72,"Native forest",1,2.7,11.43214286,12.65,5.453571429,8121.197529,5556.685464,2.836463171,964.1515822,2020,3,26
"Non forest","accident",940,141.65,-36.91,"Non forest",0,0.814285714,11.81428571,23.92857143,8.896428571,5619.241946,48698.27363,3.392182717,714.4861776,2020,3,26
"Non forest","accident",941,142.7199967,-37.6,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,6358.066693,57896.33955,5.784076459,220.8650863,2020,3,26
"Non forest","accident",942,143.49,-38.04,"Non forest",0,0.857142857,10.68571429,20.88214286,10.43928571,6520.536938,44701.93036,5.784076459,294.6832451,2020,3,26
"Non forest","accident",943,143.84,-38.23999667,"Non forest",0,0.857142857,10.68571429,20.88214286,10.43928571,11895.96445,18820.5709,5.784076459,118.149258,2020,3,26
"Non forest","accident",944,142.25199,-36.427996,"Non forest",0,0.15,12.84285714,25.95357143,8.971428571,5549.109564,21864.39981,3.821052284,722.0944831,2020,3,26
"Non forest","accident",945,143.9399967,-37.93999,"Non forest",0,0.435714286,10.93928571,21.88571429,9.053571429,5743.097736,29057.63805,5.784076459,434.7594883,2020,3,26
"Non forest","accident",946,142.320006,-38.024,"Non forest",0,1.414285714,10.37857143,22.03571429,9.460714286,1597.672405,61260.30881,3.392182717,361.7585079,2020,3,26
"Non forest","accident",947,142.66,-36.55999667,"Non forest",0,0.15,12.84285714,25.95357143,8.971428571,8443.790283,54961.72167,3.821052284,406.1919495,2020,3,26
"Non forest","accident",948,143.72,-37.52,"Non forest",0,0.742857143,11.54642857,21.06071429,7.735714286,1084.167325,18539.60179,5.784076459,308.7782086,2020,3,26
"Non forest","accident",949,142.89999,-37.6,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,5419.548088,45476.21795,5.784076459,355.7975448,2020,3,26
"Non forest","accident",950,142.409995,-36.37,"Non forest",0,0.15,12.84285714,25.95357143,8.971428571,8779.549664,37397.94691,4.982396317,133.8269347,2020,3,26
"Non forest","accident",951,142.895996,-37.392,"Non forest",0,0.5,11.575,23.51785714,7.553571429,4244.524352,30988.18049,5.784076459,463.5206709,2020,3,26
"Non forest","accident",952,143.4109064,-37.52727273,"Non forest",0,0.742857143,11.54642857,21.06071429,7.735714286,3747.592698,26434.39599,5.784076459,270.6618757,2020,3,26
"Non forest","accident",953,142.71,-37.96,"Non forest",0,0.821428571,10.48571429,22.97857143,8.292857143,4653.838548,87807.73976,5.784076459,398.5760376,2020,3,26
"Non forest","accident",954,143.1466667,-38.02666667,"Non forest",0,0.821428571,10.48571429,22.97857143,8.292857143,9556.333465,62765.037,5.784076459,851.4650487,2020,3,26
"Non forest","accident",955,142.2799967,-36.96,"Non forest",0,0.271428571,12.45,25.17142857,8.135714286,4548.590972,34386.4861,3.392182717,403.1163526,2020,3,26
"Non forest","accident",956,141.64,-37.04,"Non forest",0,0.814285714,11.81428571,23.92857143,8.896428571,9346.89858,39302.80263,3.392182717,2589.150363,2020,3,26
"Non forest","accident",957,145.79999,-36.07999667,"Non forest",0,0.107142857,12.85357143,26.65357143,9.857142857,7286.831534,85138.19285,4.221876043,357.5879803,2020,3,26
"Non forest","accident",958,143.189995,-37.69,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,2621.992733,42102.20269,5.784076459,861.7735397,2020,3,26
"Non forest","accident",959,141.65,-36.72,"Non forest",0,0.328571429,12.56071429,25.27142857,9.910714286,5393.280091,37453.14702,3.821052284,809.2141081,2020,3,26
"Non forest","accident",960,143.64,-37.975999,"Non forest",0,0.857142857,10.68571429,20.88214286,10.43928571,2457.100971,33121.11463,5.784076459,116.3421096,2020,3,26
"Non forest","accident",961,143.3533333,-38.02666667,"Non forest",0,0.857142857,10.68571429,20.88214286,10.43928571,8269.519363,52834.803,5.784076459,267.6248507,2020,3,26
"Non forest","accident",962,141.92,-36.43999,"Non forest",0,0.328571429,12.56071429,25.27142857,9.910714286,8175.132769,12641.68193,3.821052284,925.9375455,2020,3,26
"Non forest","accident",963,143.330005,-36.449995,"Non forest",0,0.292857143,12.67142857,26.22142857,8.882142857,2915.690177,22740.55363,3.821052284,724.997235,2020,3,26
"Eucalypt Tall Open","accident",964,145.729995,-37.48,"Native forest",1,0.657142857,11.90714286,20.71785714,10.88571429,3478.058324,2357.993373,3.821052284,273.8562298,2020,3,26
"Non forest","accident",965,142.49,-37.93999,"Non forest",0,0.821428571,10.48571429,22.97857143,8.292857143,3111.059999,79516.75486,3.392182717,533.130728,2020,3,26
"Non forest","accident",966,142.57,-36.82,"Non forest",0,0.271428571,12.45,25.17142857,8.135714286,8352.81657,58050.46644,3.392182717,211.8777917,2020,3,26
"Non forest","accident",967,143.66,-37.32,"Non forest",0,0.742857143,11.54642857,21.06071429,7.735714286,4774.620409,27351.72809,5.784076459,323.1388008,2020,3,26
"Non forest","accident",968,143.35,-37.78,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,6533.414068,35438.60955,5.784076459,439.2427642,2020,3,26
"Non forest","accident",969,142.94,-37.96,"Non forest",0,0.821428571,10.48571429,22.97857143,8.292857143,9217.611846,77402.01124,5.784076459,1444.294754,2020,3,26
"Non forest","accident",970,143.89999,-38,"Non forest",0,0.435714286,10.93928571,21.88571429,9.053571429,4241.701415,36626.14783,5.784076459,1288.686908,2020,3,26
"Non forest","accident",971,145.7849975,-36.2849975,"Non forest",0,0.310714286,12.05357143,25.54642857,8.114285714,10149.96283,63021.94531,5.020980278,370.0373429,2020,3,26
"Non forest","accident",972,141.8,-36.67,"Non forest",0,0.292857143,12.35,25,7.710714286,4747.866033,23132.17535,3.821052284,231.8487781,2020,3,26
"Non forest","accident",973,142.729995,-37.81,"Non forest",0,0.457142857,11.12142857,22.66428571,7.65,9471.888169,73151.09386,5.784076459,1633.764336,2020,3,26
"Non forest","accident",974,144.7,-36.56,"Non forest",0,0.385714286,12.375,24.60357143,8.735714286,8509.845318,29974.78362,4.982396317,660.8561269,2020,3,26
"Non forest","accident",975,143.830005,-37.2,"Non forest",0,0.228571429,12.13214286,23.88571429,9.085714286,643.7781521,14775.94214,3.392182717,257.6064741,2020,3,26
"Non forest","accident",976,143.9649925,-36.645,"Non forest",0,0.385714286,12.375,24.60357143,8.735714286,5074.046061,16400.81161,3.821052284,270.8447612,2020,3,26
"Non forest","accident",977,145.768006,-36.364,"Non forest",0,0.310714286,12.05357143,25.54642857,8.114285714,5038.704725,54937.65222,5.020980278,409.2073692,2020,3,26
"Non forest","accident",978,142.8733317,-36.76666333,"Non forest",0,0.35,12.21428571,23.46071429,9.271428571,5570.278973,37418.29192,5.784076459,534.2571148,2020,3,26
"Non forest","accident",979,142.6999967,-36.86,"Non forest",0,0.35,12.21428571,23.46071429,9.271428571,6419.544263,55747.95846,3.392182717,997.1006893,2020,3,26
"Non forest","accident",980,143.46666,-36.86666667,"Non forest",0,0.228571429,12.13214286,23.88571429,9.085714286,8509.906764,25918.89219,3.392182717,246.0452521,2020,3,26
"Non forest","accident",981,143.92,-37.22,"Non forest",0,0.228571429,12.13214286,23.88571429,9.085714286,2647.540012,23511.23362,3.392182717,784.9845196,2020,3,26
"Non forest","accident",982,143.95999,-37.38,"Non forest",0,0.742857143,11.54642857,21.06071429,7.735714286,534.2641126,6262.162954,3.392182717,471.8133193,2020,3,26
"Non forest","accident",983,143.330005,-35.74,"Non forest",0,0.071428571,13.83214286,27.2,9.875,8436.524768,79766.26463,4.982396317,2005.526883,2020,3,26
"Non forest","accident",984,142.62,-37.88,"Non forest",0,0.821428571,10.48571429,22.97857143,8.292857143,3091.046906,80743.34564,3.392182717,160.0383171,2020,3,26
"Non forest","accident",985,143.3050025,-36.335,"Non forest",0,0.292857143,12.67142857,26.22142857,8.882142857,8438.707705,27433.09412,3.821052284,865.0455381,2020,3,26
"Non forest","accident",986,141.9799967,-37.13,"Non forest",0,0.814285714,11.81428571,23.92857143,8.896428571,11835.27171,13376.15021,3.392182717,60.45575207,2020,3,26
"Non forest","accident",987,143.3999967,-35.74666333,"Non forest",0,0.071428571,13.83214286,27.2,9.875,8428.469995,77449.52487,4.678394664,904.3981045,2020,3,26
"Eucalypt Medium Open","lightning",988,149.01999,-37.6,"Native forest",1,0.271428571,12.12142857,22.03571429,11.43571429,12298.89992,16140.67466,2.836463171,1027.961484,2020,3,27
"Eucalypt Tall Closed","accident",989,145.5366683,-37.45999667,"Native forest",1,0.942857143,10.38214286,23.22142857,7.067857143,10670.57364,3255.476982,3.821052284,346.0981843,2020,3,27
"Eucalypt Medium Open","accident",990,146.82001,-36.67,"Native forest",1,2.014285714,11.59285714,15.575,5.525,5131.981868,14104.10955,4.221876043,107.007244,2020,3,27
"Non forest","accident",991,144.86,-36.589995,"Non forest",0,0.628571429,12.30357143,25.22857143,9.753571429,5944.296353,13932.14124,4.982396317,738.8397166,2020,3,27
"Non forest","accident",992,143.62,-37.89,"Non forest",0,1.135714286,10.62857143,20.68571429,10.33214286,7619.524107,24604.37854,5.784076459,1390.777619,2020,3,27
"Eucalypt Medium Open","accident",993,144.29999,-37.12,"Native forest",1,0.985714286,11.64642857,23.05714286,8.732142857,3586.105298,13456.81547,3.821052284,126.6840439,2020,3,27
"Non forest","accident",994,145.92,-37.68,"Non forest",0,1.9,10.15714286,12.76785714,5.414285714,6451.476322,15988.59286,3.821052284,1754.88208,2020,3,27
"Non forest","accident",995,146.289995,-36.19,"Non forest",0,0.564285714,12.37857143,25.87857143,7.853571429,2408.855324,44015.45208,2.836463171,13.48695166,2020,3,27
"Non forest","accident",996,141.090005,-36.36,"Non forest",0,0.65,12.34285714,25.01428571,9.907142857,3605.877394,95974.85676,4.982396317,210.2131241,2020,3,27
"Non forest","accident",997,143.36,-37.65,"Non forest",0,0.864285714,10.975,22.41428571,7.625,3885.754728,37818.29779,5.784076459,978.1667572,2020,3,27
"Non forest","accident",998,143.07,-37.87,"Non forest",0,0.864285714,10.975,22.41428571,7.625,5867.155776,64069.75572,5.784076459,587.3309966,2020,3,27
"Non forest","accident",999,143.17999,-36.449995,"Non forest",0,0.714285714,12.46785714,25.95,8.892857143,2526.707651,23246.47526,3.821052284,406.114208,2020,3,27
"Eucalypt Tall Open","accident",1000,146.289995,-37.04,"Native forest",1,6.635714286,10.66071429,12.23928571,5.457142857,7472.68486,5573.970996,4.678394664,1016.503267,2020,3,27
"Non forest","accident",1001,143.269995,-37.7,"Non forest",0,0.864285714,10.975,22.41428571,7.625,8183.613421,42559.80563,5.784076459,315.0396962,2020,3,27
"Non forest","accident",1002,145.87,-36.29,"Non forest",0,0.825,11.77142857,25.14285714,8.296428571,3207.519497,61167.71815,4.221876043,630.0340954,2020,3,27
"Non forest","accident",1003,143.169995,-36.749995,"Non forest",0,0.785714286,11.93571429,23.17142857,9.160714286,6967.203388,14172.4416,3.392182717,95.96874932,2020,3,27
"Eucalypt Medium Open","accident",1004,145.3400025,-37.86,"Native forest",1,1.735714286,10.15357143,19.04285714,10.77142857,1740.490931,37285.40078,3.821052284,49.89427084,2020,3,27
"Non forest","accident",1005,143.82001,-37.2,"Non forest",0,0.564285714,11.91428571,23.62857143,9.060714286,985.0590091,14355.38563,3.392182717,723.3950644,2020,3,27
"Non forest","accident",1006,145.62,-36.47,"Non forest",0,0.571428571,12.42142857,25.06071429,9.546428571,1013.888392,52857.24716,4.678394664,98.0519972,2020,3,27
"Non forest","accident",1007,144.86,-37.4,"Non forest",0,0.814285714,11.22857143,20.225,10.30714286,3030.947575,22744.70174,3.821052284,615.3383624,2020,3,27
"Non forest","accident",1008,141.7,-36.12,"Non forest",0,0.65,12.34285714,25.01428571,9.907142857,4450.341739,52552.32524,4.982396317,706.8579811,2020,3,27
"Eucalypt Tall Woodland","accident",1009,146.38,-37.089995,"Native forest",1,7.342857143,10.2,11.85357143,5.196428571,8906.747603,1794.38912,4.678394664,314.063095,2020,3,28
"Other native forest","lightning",1010,149.29999,-37.57999,"Native forest",1,0.535714286,11.57142857,22.11071429,13.81071429,13218.24371,2746.936194,2.836463171,620.5780382,2020,3,28
"Non forest","accident",1011,146.72,-36.269995,"Non forest",0,0.614285714,12.16071429,25.55357143,7.825,2453.939976,10832.58531,2.836463171,216.6474971,2020,3,28
"Non forest","accident",1012,146.07,-36.4,"Non forest",0,0.825,11.575,24.82857143,8.196428571,6495.824513,42392.40653,5.020980278,238.2591182,2020,3,28
"Non forest","accident",1013,146.51999,-36.67,"Non forest",0,2.221428571,11.39642857,25.63214286,7.521428571,7591.657714,8968.817198,4.221876043,12.47793193,2020,3,28
"Non forest","accident",1014,145.7333267,-36.34666667,"Non forest",0,0.571428571,12.22857143,24.81071429,9.403571429,4589.40481,57734.07962,5.020980278,1099.47323,2020,3,28
"Non forest","accident",1015,145.729995,-37.47,"Non forest",0,1.428571429,11.17142857,20.09642857,10.75357143,4556.532742,2892.30573,4.982396317,183.1506348,2020,3,28
"Non forest","accident",1016,146.4374975,-36.1625,"Non forest",0,0.614285714,12.16071429,25.55357143,7.825,3579.147082,36116.67701,2.836463171,79.80617952,2020,3,28
"Eucalypt Medium Open","accident",1017,147.04001,-36.62,"Native forest",1,3.871428571,10.49642857,11.78214286,4.860714286,6031.580512,12973.56908,4.350303464,1615.924937,2020,3,28
"Non forest","accident",1018,145.8733333,-36.04666667,"Non forest",0,0.5,12.40357143,25.93928571,9.982142857,1465.163651,88068.3336,4.221876043,379.5762783,2020,3,28
"Non forest","accident",1019,143.3999967,-36.069995,"Non forest",0,0.721428571,12.24285714,25.75714286,8.910714286,4439.630267,43115.99312,4.982396317,752.4555048,2020,3,28
"Non forest","accident",1020,143.53999,-36.05,"Non forest",0,0.721428571,12.24285714,25.75714286,8.910714286,8283.199405,42091.72341,3.821052284,605.0431349,2020,3,28
"Non forest","accident",1021,145.799996,-36.352,"Non forest",0,0.825,11.575,24.82857143,8.196428571,6306.43151,55468.19631,5.020980278,69.05562091,2020,3,28
"Non forest","accident",1022,145.8799967,-36.429995,"Non forest",0,0.825,11.575,24.82857143,8.196428571,4260.997166,45615.88174,5.020980278,652.8494653,2020,3,28
